list-il-s,8,32,1,768,40588413,52849
list-il-s,12,32,1,1152,115550224,100304
list-dl-s,2,1,1,6,144021,24003
list-dl-s,4,1,1,12,174275,14522
list-dl-s,8,1,1,24,319994,13333
list-dl-s,12,1,1,36,618961,17193
list-dl-s,2,2,1,12,160775,13397
list-dl-s,4,2,1,24,261316,10888
list-dl-s,8,2,1,48,477449,9946
list-dl-s,12,2,1,72,600114,8334
list-dl-s,2,4,1,24,145843,6076
list-dl-s,4,4,1,48,331112,6898
list-dl-s,8,4,1,96,823021,8573
list-dl-s,12,4,1,144,688021,4777
list-dl-s,2,8,1,48,358043,7459
list-dl-s,4,8,1,96,581165,6053
list-dl-s,8,8,1,192,1792423,9335
list-dl-s,12,8,1,288,5362842,18620
list-dl-s,2,16,1,96,793779,8268
list-dl-s,4,16,1,192,2570624,13388
list-dl-s,8,16,1,384,13270120,34557
list-dl-s,12,16,1,576,30602588,53129
list-dl-s,2,32,1,192,7209713,37550
list-dl-s,4,32,1,384,16093997,41911
list-dl-s,8,32,1,768,56385969,73419
list-dl-s,12,32,1,1152,113998978,98957
list-i-m,2,1,1,6,325383,54230
list-i-m,4,1,1,12,564310,47025
list-i-m,8,1,1,24,1214755,50614
list-i-m,12,1,1,36,2084125,57892
list-i-m,2,2,1,12,392529,32710
list-i-m,4,2,1,24,700358,29181
list-i-m,8,2,1,48,1423811,29662
list-i-m,12,2,1,72,1992581,27674
list-i-m,2,4,1,24,383235,15968
list-i-m,4,4,1,48,610290,12714
list-i-m,8,4,1,96,1277424,13306
list-i-m,12,4,1,144,1940362,13474
list-i-m,2,8,1,48,223812,4662
list-i-m,4,8,1,96,394011,4104
list-i-m,8,8,1,192,1009993,5260
list-i-m,12,8,1,288,1501849,5214
list-i-m,2,16,1,96,326576,3401
list-i-m,4,16,1,192,538239,2803
list-i-m,8,16,1,384,1198762,3121
list-i-m,12,16,1,576,2155447,3742
list-i-m,2,32,1,192,1241299,6465
list-i-m,4,32,1,384,2309008,6013
list-i-m,8,32,1,768,3683385,4796
list-i-m,12,32,1,1152,5546713,4814
list-d-m,2,1,1,6,130371,21728
list-d-m,4,1,1,12,187547,15628
list-d-m,8,1,1,24,386529,16105
list-d-m,12,1,1,36,535028,14861
list-d-m,2,2,1,12,141768,11814
list-d-m,4,2,1,24,296028,12334
list-d-m,8,2,1,48,365546,7615
list-d-m,12,2,1,72,513093,7126
list-d-m,2,4,1,24,169428,7059
list-d-m,4,4,1,48,239131,4981
list-d-m,8,4,1,96,670911,6988
list-d-m,12,4,1,144,609879,4235
list-d-m,2,8,1,48,214034,4459
list-d-m,4,8,1,96,350704,3653
list-d-m,8,8,1,192,687391,3580
list-d-m,12,8,1,288,1085670,3769
list-d-m,2,16,1,96,260733,2715
list-d-m,4,16,1,192,1045298,5444
list-d-m,8,16,1,384,2588568,6741
list-d-m,12,16,1,576,4012654,6966
list-d-m,2,32,1,192,1482553,7721
list-d-m,4,32,1,384,2749473,7160
list-d-m,8,32,1,768,5899423,7681
list-d-m,12,32,1,1152,9155852,7947
list-il-m,2,1,1,6,383271,63878
list-il-m,4,1,1,12,788872,65739
list-il-m,8,1,1,24,2435121,101463
list-il-m,12,1,1,36,2001770,55604
list-il-m,2,2,1,12,265682,22140
list-il-m,4,2,1,24,632481,26353
list-il-m,8,2,1,48,1577894,32872
list-il-m,12,2,1,72,2335912,32443
list-il-m,2,4,1,24,247448,10310
list-il-m,4,4,1,48,413957,8624
list-il-m,8,4,1,96,1655350,17243
list-il-m,12,4,1,144,1200505,8336
list-il-m,2,8,1,48,192324,4006
list-il-m,4,8,1,96,763054,7948
list-il-m,8,8,1,192,2329447,12132
list-il-m,12,8,1,288,3810909,13232
list-il-m,2,16,1,96,903346,9409
list-il-m,4,16,1,192,1320701,6878
list-il-m,8,16,1,384,3674874,9569
list-il-m,12,16,1,576,17586145,30531
list-il-m,2,32,1,192,1035704,5394
list-il-m,4,32,1,384,4252419,11074
list-il-m,8,32,1,768,12213634,15903
list-il-m,12,32,1,1152,24508049,21274
list-dl-m,2,1,1,6,137384,22897
list-dl-m,4,1,1,12,178074,14839
list-dl-m,8,1,1,24,301620,12567
list-dl-m,12,1,1,36,432395,12010
list-dl-m,2,2,1,12,169033,14086
list-dl-m,4,2,1,24,210229,8759
list-dl-m,8,2,1,48,284862,5934
list-dl-m,12,2,1,72,462378,6421
list-dl-m,2,4,1,24,139561,5815
list-dl-m,4,4,1,48,252637,5263
list-dl-m,8,4,1,96,372463,3879
list-dl-m,12,4,1,144,773415,5370
list-dl-m,2,8,1,48,213375,4445
list-dl-m,4,8,1,96,433882,4519
list-dl-m,8,8,1,192,740944,3859
list-dl-m,12,8,1,288,1712902,5947
list-dl-m,2,16,1,96,344928,3593
list-dl-m,4,16,1,192,858126,4469
list-dl-m,8,16,1,384,2217509,5774
list-dl-m,12,16,1,576,3157803,5482
list-dl-m,2,32,1,192,1305299,6798
list-dl-m,4,32,1,384,3175662,8269
list-dl-m,8,32,1,768,10181201,13256
list-dl-m,12,32,1,1152,15863556,13770
list-none-m,1,1000,1,3000,4779071,1593
list-none-s,1,1000,1,3000,4783314,1594
list-none-m,2,1000,1,6000,29237694,4872
list-none-s,2,1000,1,6000,39058756,6509
list-none-m,4,1000,1,12000,109497888,9124
list-none-s,4,1000,1,12000,264119808,22009
list-none-m,8,1000,1,24000,414919844,17288
list-none-s,8,1000,1,24000,2253855790,93910
list-none-m,12,1000,1,36000,995146814,27642
list-none-s,12,1000,1,36000,2587887574,71885
list-none-m,16,1000,1,48000,2295494272,47822
list-none-s,16,1000,1,48000,6801241761,141692
list-none-m,24,1000,1,72000,4429273139,61517
list-none-s,24,1000,1,72000,36698737892,509704
